Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
RTTN	C4	0.19266192373227153	8	0.75	2.75	2.25
BVES	N1	NA	1	0.0	2.0	1.0
GPR179	C4	0.5759850128456538	8	0.125	2.25	1.125
NKX2-6	C3	0.43857802608099994	2	0.0	2.0	1.0
RPL21	N1	NA	1	0.0	2.0	1.0
IFT80	C4	0.4710076723254213	5	0.0	2.0	1.2
TRHR	N1	NA	1	0.0	2.0	1.0
RNF125	C3	0.07095149242730558	3	0.0	2.0	1.0
GPR161	N1	NA	1	1.0	3.0	3.0
NHLRC1	C4	0.06739212752466794	12	0.5833333333333334	2.5833333333333335	1.8333333333333333
RPL26	N1	NA	1	0.0	2.0	1.0
SRCAP	C3	0.7388826803635273	6	0.6666666666666667	2.8333333333333335	1.8333333333333333
NEDD4L	C3	0.1110063745587968	4	0.0	3.0	3.0
MEFV	C4	0.08939799474083476	25	1.08	4.16	2.76
PNPO	C4	0.28547630885188224	14	0.7142857142857143	2.142857142857143	1.7142857142857142
NKX2-1	I1	NA	11	0.0	2.0	1.0909090909090908
PLCG2	N1	NA	1	0.0	2.0	1.0
NKX2-5	C4	0.4628166754079185	42	0.33333333333333337	2.2142857142857144	1.6190476190476193
WNT10B	C3	0.27523352407483415	3	0.0	2.0	1.0
DNAH11	C2	0.03373909828226962	20	0.8	2.15	1.85
WNT10A	C4	0.17363435780614456	12	0.5833333333333334	2.4166666666666665	1.6666666666666667
FZD6	C3	0.16678685583471298	3	0.33333333333333337	2.6666666666666665	2.6666666666666665
DNAH14	N1	NA	1	1.0	2.0	2.0
SLC16A12	C3	1.0	2	0.5	2.0	1.5
TMEM199	C3	0.6899948772616326	4	0.0	3.0	3.0
SLC6A5	C4	0.2519425151568081	10	0.0	2.8	1.0
FA2H	C1	0.009189742094875442	11	0.3636363636363636	2.0	1.3636363636363635
CYLD	C3	0.5126907602619235	25	0.92	2.08	2.04
FIBP	N1	NA	2	0.0	2.5	2.0
SLC6A8	C4	0.09030342856328533	11	0.0909090909090909	2.090909090909091	1.0909090909090908
GIPC3	C4	0.11792672274114369	7	0.42857142857142855	2.0	1.4285714285714286
CDK13	N1	NA	1	1.0	2.0	2.0
CDK16	N1	NA	1	1.0	2.0	2.0
TRMU	C4	0.9633369940716581	9	0.5555555555555556	2.0	1.5555555555555556
ELN	C1	0.001449920812561012	49	1.0408163265306123	2.142857142857143	2.0
SLC6A1	C4	0.12578642463893974	4	0.0	2.0	1.0
SLC6A2	N1	NA	1	0.0	2.0	1.0
SLC6A3	T1	NA	6	0.0	2.0	1.0
GLI3	C4	0.17123055516146435	42	0.07142857142857145	2.142857142857143	1.0952380952380953
GLI2	C4	0.16551785869747004	17	0.1764705882352941	2.235294117647059	1.7058823529411764
OPN1LW	C3	1.0	3	0.0	2.0	1.0
LDLRAP1	C3	0.4772046426982841	3	0.0	2.0	1.0
EMD	C3	0.16578668398105845	15	0.8666666666666667	2.2	2.0
SLC2A10	C1	1.5297533044200673E-4	21	0.42857142857142855	2.7142857142857144	1.6666666666666667
TACR3	C4	0.5918818629302538	7	0.42857142857142855	2.2857142857142856	1.4285714285714286
TMEM173	C3	0.7962534147376392	3	0.0	2.0	1.0
RNF168	N1	NA	1	0.0	2.0	1.0
PLCB4	T1	NA	11	0.45454545454545453	2.3636363636363638	1.8181818181818181
RIPPLY2	C3	0.27523352407483415	3	0.33333333333333337	2.3333333333333335	1.6666666666666667
OPN1MW	C3	0.5156922216117295	5	0.0	2.0	1.0
ENG	T1	NA	16	0.875	2.125	1.8125
OCA2	C1	9.82504300587661E-4	21	0.7142857142857142	2.2857142857142856	1.8571428571428572
ASAH1	C2	0.03653521706893248	11	0.0909090909090909	2.0	1.0909090909090908
RPL11	I1	NA	3	0.0	2.0	1.0
HOXD13	C4	0.25401690678031374	17	0.0	2.0	1.0
HOXD10	N1	NA	1	0.0	2.0	1.0
TMEM165	T1	NA	4	0.0	2.0	1.0
RNF135	C3	1.0	4	0.0	2.0	1.0
GPR153	N1	NA	1	1.0	2.0	2.0
CHN1	T1	NA	9	0.0	2.0	1.0
GCNT2	C2	0.04254873692916561	5	0.2	2.0	1.2
F10	C3	0.09277874549290199	4	0.0	2.0	1.0
CARD9	C4	0.11428901031320204	5	0.0	2.0	1.0
F11	C4	0.7371412747064352	23	0.6086956521739131	2.0869565217391304	1.652173913043478
TRMT1	N1	NA	1	1.0	2.0	2.0
LRPPRC	C4	0.14341880106060867	18	0.6666666666666667	2.0	1.6666666666666667
POU4F3	I1	NA	5	0.2	2.0	1.2
FIG4	C4	0.36226920605905344	14	0.42857142857142855	2.357142857142857	1.6428571428571428
GPR143	C4	0.17971249487899987	7	0.0	2.7142857142857144	2.5714285714285716
NMNAT1	C4	0.8746205561352312	10	0.3	2.2	1.4
ALMS1	C4	0.612294334943968	24	0.7083333333333333	2.2083333333333335	1.75
RLIM	N1	NA	1	0.0	3.0	3.0
MSRB3	C3	0.8272593465627113	3	0.33333333333333337	2.0	1.3333333333333333
PLCD1	C3	0.8413552991063002	3	0.0	2.0	1.0
CSF3R	C3	0.3449888424968549	6	0.16666666666666666	2.5	2.1666666666666665
IRS1	N1	NA	1	0.0	2.0	1.0
GUCA1B	N1	NA	1	0.0	3.0	3.0
GUCA1A	C4	0.9205963247314193	5	0.0	2.0	1.0
BEST1	C1	6.800299180109715E-5	33	0.2121212121212122	2.5757575757575757	2.1515151515151514
NAGLU	C1	0.0027698185875270065	22	0.22727272727272727	2.1363636363636362	1.5
ZFP30	N1	NA	1	1.0	2.0	2.0
NBN	C1	9.342355212036413E-4	57	1.1578947368421053	2.6842105263157894	2.0350877192982457
LZTS1	C3	0.9233418401809065	2	0.0	2.0	1.0
MEN1	C3	0.17610228233166625	109	1.0	2.2568807339449544	2.0091743119266057
RNF43	N1	NA	1	1.0	3.0	3.0
TAP1	N1	NA	1	0.0	2.0	1.0
DISP1	N1	NA	1	0.0	2.0	2.0
STIM1	T1	NA	10	0.0	2.3	1.4
ERF	C3	0.6698153575994166	8	0.0	2.0	1.0
NHP2	C3	0.6439019337796512	3	0.0	3.0	1.0
MAD1L1	C3	0.11177521782450295	2	0.0	2.0	1.0
CSF1R	C1	9.032882508641649E-8	44	0.02272727272727274	2.2045454545454546	1.0454545454545454
ANKRD11	C5	0.047418371798125136	15	0.6666666666666667	2.066666666666667	1.7333333333333334
ILDR1	C3	0.6377328900501886	3	0.0	2.0	1.0
ABHD5	C4	0.38420393559025745	4	0.0	2.0	1.0
CYP4F22	C3	0.2944095857765615	3	0.0	2.0	1.0
NEUROD1	C3	0.8272593465627113	3	0.0	2.0	1.3333333333333333
ZFP57	C2	0.01696287246768602	7	0.0	2.0	1.0
ABL1	C4	0.779434528427275	6	0.0	2.0	1.0
RNF170	C3	0.23628916450237436	2	0.5	2.0	1.5
NDP	I1	NA	22	0.13636363636363644	2.0454545454545454	1.0909090909090908
IMPG1	C3	0.12823018532266617	4	0.0	2.0	1.0
IMPG2	C1	0.001223428118875769	14	0.28571428571428575	2.0	1.5714285714285716
STRA6	C2	0.01385528060868535	17	0.29411764705882354	2.0588235294117645	1.3529411764705883
CD164	N1	NA	1	0.0	2.0	1.0
ANKRD26	N1	NA	1	0.0	2.0	1.0
ESRRB	C4	0.5697643679606206	7	0.7142857142857143	2.0	1.7142857142857142
GLMN	C3	0.8928802697928995	3	0.0	2.0	1.0
ASNS	C2	0.0346747174923151	5	0.39999999999999997	2.2	1.8
NEB	C4	0.5900723544440618	13	0.9230769230769231	2.076923076923077	1.9230769230769231
DHCR24	C2	0.010432225670186202	5	0.0	2.0	1.0
PALB2	C2	0.016612867011059684	233	1.145922746781116	2.768240343347638	2.0472103004291844
NF1	C4	0.4916644382347173	219	0.6621004566210045	2.1598173515981736	1.958904109589041
NF2	C3	0.43857802608099994	21	0.14285714285714288	2.0476190476190474	1.2380952380952381
LZTR1	C4	0.08134036796060418	9	0.0	2.0	1.0
GPR101	N1	NA	1	0.0	2.0	1.0
TREM2	C4	0.18770813882915283	13	0.0	2.3076923076923075	1.4615384615384615
SGCD	C4	0.5370939784426416	8	0.5	2.375	1.625
SGCA	C2	0.013271804739910298	12	1.1666666666666667	2.8333333333333335	2.0
GM2A	T1	NA	5	0.0	2.2	1.6
SGCB	C4	0.6434288435636206	9	0.5555555555555556	2.2222222222222223	1.5555555555555556
DNMT3B	C1	0.004219888717242104	9	0.0	2.0	1.0
ZNF526	N1	NA	1	1.0	2.0	2.0
CNGA3	C1	6.090437629113765E-6	16	0.375	2.0625	1.5
SOST	C3	0.1939308522824108	4	0.0	2.0	1.0
INSL3	C4	0.5970397056309099	5	0.0	2.0	1.0
SGCG	C4	0.44682087670869763	6	1.0	2.5	2.0
IQCB1	C2	0.03676680338798033	12	0.5833333333333333	2.3333333333333335	1.75
VWF	C1	4.586080204482812E-8	36	0.11111111111111108	3.0833333333333335	2.9722222222222223
CHUK	N1	NA	1	0.0	2.0	1.0
DNMT3A	C4	0.4688267871231925	8	0.25	2.0	1.375
NGF	N1	NA	1	0.0	2.0	1.0
ADRA2B	I1	NA	2	0.5	2.0	1.5
COASY	C3	0.14980430484573337	2	0.0	2.0	1.0
ASPM	C1	1.6536702540648207E-6	133	0.593984962406015	2.2781954887218046	1.6315789473684208
EVC	C4	0.8312103874109283	8	0.375	2.25	1.625
SARS2	T1	NA	3	0.6666666666666666	2.0	1.6666666666666667
ASPH	C3	0.5287333251214301	2	0.0	2.0	1.0
CNGB3	C4	0.438053226292205	12	1.0	2.5	2.0
ZNF513	N1	NA	1	0.0	2.0	1.0
SOS1	C1	0.0016671778258707803	41	1.4146341463414633	3.097560975609756	2.097560975609756
SOS2	C3	0.7318812357199489	2	0.5	2.5	2.0
CNGB1	C4	0.11362824023939422	8	0.25	2.0	1.75
NLGN3	N1	NA	1	1.0	2.0	2.0
TYRP1	C4	0.6246411879653255	2	0.0	2.0	1.0
PUF60	N1	NA	1	0.0	2.0	1.0
NHS	T1	NA	17	0.5294117647058824	2.0588235294117645	1.7058823529411764
RBBP8	C4	0.7597966760258033	5	0.2	2.2	1.6
MEST	N1	NA	1	1.0	2.0	2.0
SMARCE1	I1	NA	4	0.75	2.25	2.0
KCNJ10	C4	0.06931712036551874	13	0.15384615384615388	2.0	1.1538461538461537
KCNJ11	C2	0.04721700756353375	48	0.4583333333333334	2.458333333333333	1.6041666666666665
IRX5	C3	0.34577858615116	2	0.0	2.0	1.0
ASS1	C1	9.053378172962923E-5	37	0.8378378378378379	2.675675675675676	1.972972972972973
RPGRIP1	C4	0.15462148662366992	20	0.35	2.4	2.15
NIN	C3	0.32991616625086473	3	0.33333333333333337	2.0	1.3333333333333333
GLRB	C3	0.14798693316113654	3	0.0	2.6666666666666665	1.0
MMACHC	C2	0.02269594050606527	24	0.9583333333333333	2.583333333333333	1.9583333333333335
PFKM	C4	0.0945781651383858	6	0.16666666666666669	2.0	1.1666666666666667
CUL4B	I1	NA	9	0.33333333333333337	2.0	1.4444444444444444
SLC46A1	C4	0.1472220627556301	15	0.0	3.2	1.0
GORAB	C3	0.3016995824783477	3	0.0	2.0	1.0
EDNRA	C3	0.45787390413750895	2	0.0	2.0	1.0
CHEK2	C4	0.2753522683034484	109	1.256880733944954	3.045871559633027	2.073394495412844
SOX9	I1	NA	10	0.10000000000000002	2.1	1.1
GLUL	T1	NA	3	0.0	2.0	1.0
EYS	C1	2.1111930636030785E-5	34	0.3235294117647059	2.0588235294117645	1.9117647058823528
SOX5	I1	NA	6	0.16666666666666669	2.0	1.1666666666666667
MCCC2	C4	0.08702527239345492	21	0.7142857142857142	2.238095238095238	1.7142857142857142
MCCC1	C4	0.2286442623410766	26	0.923076923076923	2.230769230769231	1.8846153846153846
ACSL4	C2	0.021571747947720876	2	0.0	2.0	1.0
CYP27A1	C1	0.002581150048715397	54	0.05555555555555554	2.2962962962962967	1.0925925925925926
AFG3L2	C1	1.9126596039120702E-4	20	0.30000000000000004	2.45	1.3
AKAP9	T1	NA	4	0.0	2.0	1.75
GUF1	N1	NA	1	0.0	2.0	1.0
COL8A2	C3	0.5688114004133373	3	0.0	2.0	1.0
PFN1	C2	0.03763531378731433	4	0.0	2.0	1.0
ZFPM2	C4	0.8427681977330959	2	0.0	2.0	1.0
HEPACAM	C2	0.01978359268541785	8	0.125	2.375	1.125
TSHZ1	I1	NA	2	0.0	2.0	1.0
UMOD	C1	0.006409443948787064	14	0.07142857142857145	2.0	1.0714285714285714
CYP27B1	C1	0.002602659710204791	15	0.13333333333333336	2.066666666666667	1.2
DGUOK	C2	0.03275897748742096	16	0.375	2.25	1.625
OTOA	C4	0.8852339144732015	8	0.75	2.0	1.75
OTOG	C3	0.48745329036403495	4	0.5	2.0	1.5
OTOF	C1	0.0021036138405237104	86	0.3255813953488372	2.2674418604651168	1.5116279069767442
FADD	N1	NA	1	0.0	2.0	1.0
DTNA	C3	0.8310291404137872	2	0.5	2.0	1.5
TREX1	C4	0.3544392457378376	19	0.21052631578947367	2.4210526315789473	1.2105263157894737
SLC33A1	C3	0.2294214846296897	3	0.0	2.3333333333333335	1.0
GDF2	C3	0.0975838576740895	3	0.0	2.0	1.0
RAB39B	I1	NA	4	0.5	2.5	2.0
GDF3	C4	0.07877044690259472	5	0.2	2.0	1.2
GDF6	C4	0.5715440578908229	9	0.2222222222222222	2.111111111111111	1.3333333333333333
ACADSB	C4	0.9684608447587164	5	0.0	2.0	1.2
GDF5	C2	0.035296596841407846	1	0.0	2.0	1.0
LACC1	N1	NA	1	1.0	3.0	3.0
OCLN	C4	0.5411928987419992	5	0.4	2.0	1.8
CDAN1	C4	0.3002523034510163	10	0.0	2.3	1.0
CCDC88C	C4	0.65905304850958	5	0.2	2.2	1.6
PDE3A	C4	0.11440386714766126	6	0.0	2.0	1.0
ALDH18A1	C2	0.01875479271098135	18	0.11111111111111108	2.0	1.1111111111111112
ITM2B	I1	NA	3	0.0	2.0	1.0
CC2D1A	N1	NA	1	1.0	2.0	2.0
ACVRL1	C4	0.13312517707408167	31	0.5483870967741934	2.096774193548387	1.7096774193548385
CLIC5	N1	NA	1	0.0	2.0	1.0
GDI1	I1	NA	4	0.0	2.0	1.0
FASTKD2	C3	0.1431356766583629	4	0.75	2.0	1.75
C21orf59	C3	0.5175347196432352	3	0.0	3.0	1.0
NNT	T1	NA	12	0.08333333333333334	2.0	1.0833333333333333
KRT25	C3	0.18753945080838086	2	0.5	2.5	2.5
ANKRD1	C3	0.9265890549545038	3	1.0	3.0	2.0
DLAT	C3	0.23490128235581553	1	1.0	2.0	2.0
CLIC2	N1	NA	1	0.0	2.0	1.0
CC2D2A	C2	0.0446769008214708	62	0.7903225806451614	2.2419354838709675	2.064516129032258
RSPRY1	C3	0.24334500914876256	2	0.0	2.0	1.0
MANBA	C3	0.20301710604921375	3	0.0	2.0	1.0
NOG	C1	0.001129824810582547	15	0.0	2.0	1.0
AMPD1	C4	0.10912417144288622	7	0.7142857142857143	2.142857142857143	1.8571428571428572
AMPD2	C2	0.02988175716019792	10	0.20000000000000004	2.0	1.3
RAB33B	N1	NA	1	0.0	2.0	1.0
BBS10	C4	0.4084193837139747	21	0.6190476190476191	2.3333333333333335	1.9047619047619047
BBS12	C2	0.03847779927150552	7	0.14285714285714288	2.0	1.2857142857142858
B3GNT6	N1	NA	1	1.0	2.0	2.0
PACS1	N1	NA	1	2.0	5.0	3.0
RPUSD3	C3	0.15051876309521806	2	1.0	2.0	2.0
WAC	C3	0.22067136191984704	6	0.0	2.0	1.0
FAM20C	C2	0.043308142810792094	12	0.0	2.0	1.0833333333333333
ALDOB	C2	0.039714946329828194	20	0.7	2.8	1.85
FAM20A	C4	0.3408318932996137	4	0.0	2.0	1.0
ALDOA	C3	0.610384513874678	2	0.0	2.0	1.0
UMPS	N1	NA	1	0.0	2.0	1.0
KPTN	C3	0.43857802608099994	2	0.0	2.0	1.0
RAPSN	C4	0.21392030397179929	15	0.2666666666666667	2.4	1.3333333333333333
SLC20A2	T1	NA	7	0.0	2.2857142857142856	1.0
WAS	I1	NA	21	0.23809523809523805	2.0	1.2380952380952381
CXCR4	I1	NA	4	0.0	2.0	1.0
ALOX12B	C4	0.06205191499431184	16	0.3125	2.0625	1.375
SHOC2	C3	0.937947456842939	2	1.5	7.5	2.5
CORIN	C3	0.6365702710137531	2	0.0	2.0	1.0
CA12	C3	0.2869690364413534	4	0.75	2.0	1.75
STAC3	N1	NA	1	0.0	2.0	1.0
KRT13	C3	0.3901541483019262	2	0.0	3.0	3.0
KRT12	C4	0.13061655081927281	8	0.0	2.875	2.75
KRT10	T1	NA	2	0.0	2.5	2.0
FAH	C1	0.005992895129632858	20	0.6	2.65	1.85
C19orf12	C2	0.010694518973768719	10	0.10000000000000002	2.2	1.2
KRT17	C1	7.84120901566876E-5	15	0.2666666666666667	3.2	2.933333333333333
KRT16	C1	0.005871147991374781	16	0.625	3.125	2.625
DLC1	N1	NA	1	0.0	2.0	1.0
KRT14	C2	0.010269845367657515	15	0.2666666666666667	3.4	2.8666666666666667
STAC2	N1	NA	1	1.0	2.0	2.0
FAS	C4	0.779706761244638	22	0.09090909090909093	2.0	1.0909090909090908
TRIP11	C3	0.6839743580373672	3	0.0	2.0	1.0
PRPF31	C3	0.369363841825329	16	0.1875	2.0	1.6875
TJP2	C4	0.1245239208661778	10	0.39999999999999997	2.2	1.6
NEUROG3	C3	0.10187605853790072	2	0.0	2.0	1.0
CIB2	C3	0.06500469709694912	4	0.0	2.25	1.0
NRL	C3	0.5049850750938459	6	0.16666666666666669	2.0	1.3333333333333333
CHCHD2	C3	0.2744705864338055	3	0.0	2.0	1.0
POGZ	C3	0.2135920771293064	20	0.4	2.15	1.8
PDE8B	C3	0.4795001221869535	3	0.0	2.0	1.0
KRT6C	C3	0.7965714829335645	3	0.33333333333333337	3.0	3.0
KRT6B	N1	NA	3	1.0	3.3333333333333335	2.3333333333333335
KRT6A	C4	0.18150785290576632	14	0.5714285714285714	3.5	2.642857142857143
KRT71	N1	NA	1	0.0	2.0	1.0
TSC2	C2	0.04850149997717146	107	1.0	2.925233644859814	2.168224299065421
TSC1	C3	0.22301746994661487	50	1.04	2.9799999999999995	2.14
OCRL	I1	NA	16	0.5625	2.4375	1.6875
TRNT1	C4	0.2723723727903993	10	0.0	2.0	1.0
KRT74	C3	0.935591302773544	3	0.0	3.0	3.0
ALDH3A2	C4	0.11532516448783703	21	0.6666666666666667	2.0952380952380953	1.6666666666666665
TBL1XR1	C3	0.11745149003513577	3	0.0	2.0	1.0
TMEM138	C3	0.9409109772278318	5	0.2	2.2	1.6
EOGT	T1	NA	3	0.0	2.3333333333333335	1.6666666666666667
LMX1B	C2	0.03671385636270408	10	0.3	2.0	1.3
ISCU	C3	0.7563436275230673	2	0.0	2.5	1.0
ATP6V1A	N1	NA	1	1.0	2.0	2.0
H6PD	C4	0.7498870081372639	5	0.0	2.0	1.0
HPCA	C3	0.16746459631208965	3	0.0	2.0	1.0
LTBP4	C4	0.1140921369255643	8	0.125	2.125	1.125
LTBP2	C4	0.3995310833694058	15	0.06666666666666668	2.066666666666667	1.8
LTBP3	C2	0.021081094899852104	9	0.22222222222222218	2.0	1.2222222222222223
NID1	N1	NA	1	0.0	2.0	2.0
SOHLH1	C3	0.5537457784120279	2	1.0	2.0	2.0
TMEM127	C4	0.6206179464376897	22	0.27272727272727276	2.4545454545454546	2.1818181818181817
DNAJC21	C4	0.8043534959231338	5	0.0	2.6	2.4
STAP1	N1	NA	1	1.0	2.0	2.0
OTX2	C3	0.09896015401940561	10	0.0	2.0	1.0
DNAJC19	C3	0.7617606674877339	4	0.5	2.0	1.5
HSPA9	C4	0.24625169969252714	5	0.0	2.0	1.0
TGFB2	C3	0.15304188415882014	15	1.0	2.3333333333333335	2.1333333333333333
TGFB1	C1	3.4427905954048654E-4	11	0.0	2.090909090909091	1.0
TGFB3	C2	0.031802888632693316	8	0.125	2.125	1.25
PTCH1	C4	0.22562004625665077	34	0.8823529411764706	2.235294117647059	1.9117647058823528
PTCH2	C3	0.27948536825112646	4	0.25	2.0	1.25
DNAJC13	N1	NA	1	0.0	3.0	3.0
ACSF3	C1	0.002932535699752825	14	0.6428571428571429	2.2857142857142856	1.7142857142857142
NFKBIA	C3	0.17971249487899987	3	0.0	2.0	1.0
TBCK	C4	0.9154245842987188	8	0.125	2.25	1.5
DLG3	I1	NA	5	0.39999999999999997	2.0	1.4
GDNF	N1	NA	1	1.0	3.0	3.0
DLG4	N1	NA	1	1.0	2.0	2.0
RFXAP	C3	0.54029137460742	2	0.0	2.0	1.5
TBCE	C3	0.6734165746337668	2	0.5	2.5	2.0
TGFBI	C1	0.007709975024364435	11	0.0	2.0	1.0
DOCK6	C4	0.12259722000818563	5	0.0	2.0	1.2
ACADVL	C2	0.010023212042377772	56	1.1428571428571428	2.6071428571428568	2.1607142857142856
TSEN15	C2	0.010126539818322122	3	0.0	2.3333333333333335	1.6666666666666667
DOCK8	C3	0.9613876633305084	8	0.375	2.0	1.375
HSPB8	C3	0.12663045794761707	3	0.0	3.0	1.0
DOCK7	C1	7.641868721435241E-4	4	0.0	2.0	1.0
HSPB1	T1	NA	12	0.41666666666666674	2.1666666666666665	1.3333333333333333
HSPB3	N1	NA	1	0.0	2.0	1.0
LMOD3	C4	0.26561280999402836	5	0.0	2.0	1.0
DHTKD1	C3	0.28171791582573	4	0.5	2.5	1.75
SGSH	C1	8.200581701736098E-4	13	1.0769230769230769	2.8461538461538463	2.3076923076923075
ALDH2	N1	NA	1	0.0	2.0	1.0
CA5A	C3	0.3484936431918062	3	0.0	3.0	1.0
KYNU	N1	NA	1	0.0	2.0	1.0
TMEM107	N1	NA	1	1.0	2.0	2.0
SPEG	C4	0.4038697394672971	5	0.0	2.0	1.0
POLK	C2	0.015764286257494264	21	1.0	2.0	2.0
GUSB	C1	1.418546290923306E-4	23	0.391304347826087	2.130434782608696	1.565217391304348
POLE	N1	NA	1	0.0	2.0	1.0
POLH	C4	0.38134494287122966	10	0.2	2.2	1.3
TSHB	C3	0.07070114486598289	3	0.0	2.0	1.0
HIBCH	C4	0.13335222149549242	8	0.125	2.25	1.5
POLG	C1	0.0	70	0.8714285714285713	2.557142857142857	2.0
SCYL1	C3	0.47048642205878966	4	0.0	2.0	1.0
FGB	C4	0.43330608608997345	6	0.0	2.0	1.0
FGA	C4	0.8590896488745454	8	0.0	2.0	1.0
TSFM	C3	0.3151680052692146	4	0.0	2.5	2.0
JAGN1	C4	0.13476889087287092	8	1.0	2.625	2.625
PDE4D	C2	0.01639140103848047	10	0.0	2.0	1.0
FGG	C4	0.06870798106090892	5	0.0	2.0	1.0
CTPS1	N1	NA	1	0.0	2.0	1.0
ARID1A	C4	0.624206114766406	10	0.5	2.1	1.6
ARID1B	C2	0.019933651344159253	37	0.7027027027027027	2.027027027027027	1.7837837837837838
UPK3A	N1	NA	1	1.0	2.0	2.0
EHHADH	N1	NA	1	0.0	2.0	1.0
DOCK2	I1	NA	2	0.0	2.0	1.0
FAN1	C3	0.1812183440603532	1	1.0	2.0	2.0
TSEN34	N1	NA	1	0.0	3.0	1.0
HPGD	C2	0.011445919635635793	6	0.0	2.0	1.0
POMP	N1	NA	1	0.0	2.0	1.0
LCAT	C4	0.39397175017198816	15	0.0	2.0	1.0
SPG7	C2	0.045238270987075	27	1.1111111111111112	2.518518518518518	2.037037037037037
KRT86	T1	NA	6	0.0	3.0	3.0
KRT85	N1	NA	1	0.0	3.0	3.0
DLL3	C4	0.4439943760230096	9	0.11111111111111108	2.0	1.1111111111111112
KRT83	C3	0.17423138824802498	1	1.0	2.0	2.0
HSPD1	C3	0.5558710309294272	4	0.5	2.0	1.5
DLL4	I1	NA	9	1.0	2.6666666666666665	2.6666666666666665
ACAN	C3	0.21352435403618264	3	0.0	2.0	1.0
PDE6D	N1	NA	1	0.0	2.0	1.0
PDE6C	C4	0.051693669824596666	18	0.27777777777777785	2.0555555555555554	1.2777777777777777
PDE6B	C4	0.213466514123533	18	0.33333333333333337	2.2222222222222223	1.7777777777777777
PDE6A	C4	0.6148098802339098	6	0.33333333333333337	2.0	1.3333333333333333
SASH1	N1	NA	1	0.0	2.0	2.0
PDE6H	N1	NA	1	0.0	4.0	3.0
LCA5	C4	1.0	5	0.4	2.8	1.8
DTNBP1	C3	0.12133525035848225	2	0.0	3.0	1.0
NYX	I1	NA	5	0.0	2.6	2.2
GDAP1	C4	0.14498239898245224	23	0.5652173913043479	2.4782608695652173	1.6956521739130435
TSHR	C1	0.001119096736083458	30	0.06666666666666668	2.033333333333333	1.1333333333333333
POMC	C3	0.3960658207089378	6	0.16666666666666669	2.0	1.1666666666666667
PMP22	T1	NA	30	0.5333333333333333	2.5	1.6333333333333333
POMK	C4	0.11713304304003169	5	0.0	2.0	1.0
NDST1	T1	NA	4	0.0	2.0	1.0
KIAA1109	N1	NA	1	0.0	2.0	2.0
SYNGAP1	C3	0.7947611906465479	19	0.8421052631578947	2.210526315789474	2.0526315789473686
TBK1	C4	0.5229032345126707	7	0.0	2.0	1.0
AKT2	C3	0.36396207510247724	2	0.0	2.0	1.0
AKT3	C3	0.05777957112359733	5	0.0	2.4	1.2
C3AR1	N1	NA	1	0.0	2.0	2.0
AKT1	T1	NA	3	0.0	2.3333333333333335	1.0
MLYCD	C4	0.8614141344963563	5	0.2	2.0	1.4
MNX1	I1	NA	1	0.0	2.0	1.0
PHKA1	C3	0.05222246901274785	3	0.0	2.0	1.0
PHKA2	C1	4.709617727814974E-4	14	0.07142857142857145	2.0	1.1428571428571428
CD2AP	T1	NA	2	0.0	2.0	1.0
TMEM126A	N1	NA	1	0.0	2.0	1.0
NOBOX	C4	0.16603579214253505	6	0.0	2.0	1.0
FAR1	C3	0.3016995824783477	3	0.0	2.0	1.0
ATF6	C4	0.21294627515560127	9	0.8888888888888888	2.7777777777777777	2.4444444444444446
FLG	C4	0.9662701269943418	13	0.9230769230769231	2.3846153846153846	2.076923076923077
GATA6	I1	NA	14	0.28571428571428575	2.2142857142857144	1.5
PDGFB	C3	0.5581846494226574	5	0.0	2.0	1.0
CDCA7	I1	NA	4	0.0	2.0	1.0
GATA4	C2	0.026293042563104163	24	0.125	2.125	1.5416666666666665
GATA3	C4	0.3717512896455609	7	0.0	2.0	1.1428571428571428
PLA2G6	C1	0.0020478599317670376	53	0.8867924528301886	2.188679245283019	1.9245283018867925
GATA2	I1	NA	16	0.25	2.0	1.25
GATA1	I1	NA	14	0.0	2.4285714285714284	1.0
PLA2G7	N1	NA	1	0.0	2.0	1.0
RNF216	T1	NA	7	0.0	2.0	1.1428571428571428
PIP5K1C	N1	NA	1	0.0	2.0	1.0
FUCA1	C4	0.31530245208174523	11	0.2727272727272727	2.0	1.4545454545454546
FN1	C1	0.004273241664802585	7	0.14285714285714288	2.0	1.5714285714285714
NR2F1	C2	0.023313410402655	6	1.0	2.6666666666666665	2.6666666666666665
NR2F2	I1	NA	4	0.0	2.0	1.0
VANGL1	N1	NA	1	0.0	2.0	1.0
QARS	C2	0.04494156200443733	4	0.0	2.0	1.0
F13B	C3	0.794002680192762	2	0.0	2.0	1.0
FAT4	C4	0.28096977201654416	10	0.0	2.0	1.0
MED17	C3	0.2065072954854249	2	0.5	2.0	1.5
MECP2	C4	0.1457995791853144	403	0.277915632754342	2.4044665012406954	2.059553349875931
MED12	C4	0.4344737891007098	17	0.4705882352941176	2.588235294117647	1.588235294117647
CHAF1B	N1	NA	1	0.0	2.0	2.0
ATIC	N1	NA	1	0.0	2.0	1.0
MECOM	I2	NA	3	0.0	2.0	1.0
SMPD1	C1	2.9871740448550455E-5	49	0.5714285714285715	2.306122448979592	1.836734693877551
SLC39A13	N1	NA	1	0.0	2.0	1.0
